gene_symbol,legacy_variability_bin
MT1E,1
MT2A,6
MTA1,4
MTA2,4
MTA3,6
MTAP,4
MTBP,1
MTCH1,4
MTCH2,8
MTCL1,8
MTCP1,8
MTDH,6
MTERF1,6
MTERF2,0
MTERF3,2
MTF1,0
MTF2,4
MTFMT,2
MTFP1,4
MTFR1,6
MTFR1L,9
MTFR2,4
MTG1,9
MTG2,3
MTHFD1,2
MTHFD1L,0
MTHFD2,6
MTHFD2L,4
MTHFR,8
MTHFSD,0
MTIF2,7
MTIF3,4
MTM1,7
MTMR1,3
MTMR10,0
MTMR11,4
MTMR12,6
MTMR14,2
MTMR2,2
MTMR3,2
MTMR4,9
MTMR6,0
MTMR7,6
MTMR9,7
MTO1,8
MTOR,0
MTPAP,6
MTPN,2
MTR,6
MTRES1,6
MTREX,2
MTRF1,0
MTRF1L,4
MTRR,2
MTSS1,1
MTSS2,1
MTTP,6
MTURN,1
MTUS1,8
MTUS2,4
MTX1,2
MTX2,9
MTX3,2
MUC1,2
MUC13,3
MUC15,7
MUC20,3
MUC4,7
MUL1,1
MUS81,2
MUSK,6
MUTYH,7
MVB12A,4
MVB12B,0
MVD,4
MVK,4
MVP,0
MX2,6
MXD1,4
MXD3,9
MXD4,9
MXI1,4
MXRA5,7
MXRA8,6
MYADML2,9
MYB,1
MYBBP1A,6
MYBL1,7
MYBL2,7
MYBPC1,7
MYBPC2,2
MYBPC3,6
MYBPH,2
MYC,0
MYCBP,7
MYCBP2,3
MYCL,3
MYCT1,2
MYD88,0
MYDGF,6
MYEF2,7
MYF5,6
MYF6,9
MYH1,3
MYH10,2
MYH11,9
MYH14,4
MYH15,4
MYH2,0
MYH3,8
MYH4,9
MYH7,7
MYH7B,7
MYH8,3
MYH9,4
MYL1,1
MYL2,9
MYL3,1
MYL4,0
MYL5,8
MYL6B,2
MYL9,7
MYLIP,7
MYLK,1
MYLK2,6
MYLK3,0
MYLPF,4
MYMK,8
MYNN,6
MYO10,2
MYO16,6
MYO18A,3
MYO18B,3
MYO19,6
MYO1B,5
MYO1C,6
MYO1D,3
MYO1E,2
MYO1F,4
MYO1H,0
MYO3A,8
MYO3B,6
MYO5A,1
MYO5B,1
MYO6,6
MYO7A,0
MYO7B,4
MYO9A,4
MYO9B,3
MYOC,1
MYOCD,2
MYOF,6
MYOM1,7
MYOM3,5
MYORG,0
MYOT,6
MYOZ1,8
MYOZ2,3
MYOZ3,9
MYPN,6
MYPOP,2
MYRF,4
MYRFL,3
MYRIP,0
MYSM1,7
MZB1,4
MZF1,4
MZT1,2
N4BP1,6
N4BP2,1
N4BP2L1,7
N4BP2L2,6
N4BP3,4
N6AMT1,4
NAA10,0
NAA11,5
NAA15,3
NAA16,8
NAA20,7
NAA25,8
NAA30,0
NAA35,2
NAA38,2
NAA40,1
NAA50,1
NAALAD2,6
NAALADL1,6
NAALADL2,5
NAB1,2
NAB2,6
NABP1,6
NABP2,3
NACA,4
NACC1,0
NACC2,6
NADK,0
NADK2,6
NADSYN1,2
NAE1,4
NAGA,7
NAGLU,0
NAGPA,3
NAIF1,0
NALCN,3
NAMPT,9
NANOS3,2
NANS,1
NAP1L1,0
NAP1L2,8
NAP1L3,7
NAP1L4,1
NAP1L5,1
NAPA,4
NAPB,2
NAPEPLD,9
NAPG,2
NAPRT,6
NAPSA,1
NARF,0
NASP,6
NAT10,0
NAT14,2
NAT8L,0
NAT9,4
NAV1,1
NAV2,8
NAV3,0
NAXE,1
NBAS,7
NBEA,6
NBEAL1,2
NBEAL2,2
NBL1,9
NBN,4
NBR1,0
NCALD,4
NCAM1,7
NCAM2,6
NCAN,4
NCAPD2,0
NCAPD3,3
NCAPG,2
NCAPG2,6
NCAPH,9
NCAPH2,0
NCBP1,2
NCBP3,7
NCCRP1,4
NCDN,3
NCEH1,2
NCF2,0
NCF4,1
NCK1,6
NCK2,6
NCKAP1,2
NCKAP1L,2
NCKAP5,6
NCKAP5L,6
NCKIPSD,3
NCL,6
NCLN,0
NCOA1,9
NCOA2,6
NCOA3,9
NCOA4,0
NCOA5,9
NCOA6,4
NCOA7,4
NCOR1,2
NCOR2,1
NCR1,0
NCR3,9
NCR3LG1,0
NCS1,4
NCSTN,2
NDC80,0
NDE1,3
NDEL1,7
NDFIP1,6
NDFIP2,6
NDN,7
NDNF,6
NDOR1,1
NDP,6
NDRG1,6
NDRG2,4
NDRG3,0
NDRG4,7
NDST1,3
NDST2,7
NDST3,6
NDST4,9
NDUFA10,8
NDUFA12,1
NDUFA13,1
NDUFA2,9
NDUFA4L2,3
NDUFA6,3
NDUFA8,7
NDUFA9,4
NDUFAF1,6
NDUFAF2,4
NDUFAF3,1
NDUFAF4,0
NDUFAF5,6
NDUFAF6,0
NDUFAF7,6
NDUFAF8,1
NDUFB10,2
NDUFB11,0
NDUFB2,6
NDUFB3,7
NDUFB4,1
NDUFB5,2
NDUFB6,3
NDUFB7,2
NDUFB8,8
NDUFB9,4
NDUFS1,3
NDUFS2,6
NDUFS3,7
NDUFS4,1
NDUFS5,7
NDUFS6,6
NDUFS7,4
NDUFS8,2
NDUFV1,3
NDUFV2,0
NDUFV3,6
NEB,8
NEBL,4
NECAB1,3
NECAB3,2
NECAP1,3
NECAP2,4
NECTIN1,2
NECTIN2,1
NECTIN3,2
NECTIN4,9
NEDD1,6
NEDD4,2
NEDD4L,0
NEDD8,1
NEDD9,6
NEFH,2
NEFL,3
NEFM,3
NEGR1,0
NEIL1,6
NEIL2,1
NEIL3,1
NEK1,7
NEK10,7
NEK11,6
NEK2,4
NEK4,6
NEK6,4
NEK7,8
NEK8,0
NEK9,9
NELFA,4
NELFB,4
NELFCD,1
NELFE,6
NELL1,6
NELL2,9
NEMF,6
NEMP1,6
NEMP2,0
NENF,8
NEO1,7
NEPRO,4
NES,6
NET1,2
NETO1,3
NETO2,9
NEU1,0
NEU2,9
NEURL1,8
NEURL1B,0
NEURL2,3
NEURL3,9
NEUROG2,6
NEXMIF,7
NEXN,4
NF1,6
NF2,2
NFAM1,4
NFASC,6
NFAT5,2
NFATC1,1
NFATC2,9
NFATC2IP,2
NFATC3,6
NFATC4,6
NFE2,6
NFE2L1,6
NFE2L2,2
NFE2L3,9
NFIA,2
NFIB,1
NFIC,8
NFIL3,1
NFIX,2
NFKB1,7
NFKB2,0
NFKBIA,1
NFKBIB,6
NFKBID,3
NFKBIL1,9
NFKBIZ,4
NFRKB,4
NFX1,2
NFXL1,9
NFYA,0
NFYB,6
NFYC,0
NGB,9
NGDN,2
NGEF,6
NGF,4
NGFR,0
NGLY1,4
NGRN,0
NHEJ1,0
NHLRC1,1
NHLRC2,1
NHLRC3,4
NHP2,1
NHS,1
NHSL1,4
NHSL2,4
NIBAN1,2
NIBAN2,9
NIBAN3,1
NICN1,6
NID1,6
NID2,6
NIF3L1,4
NIFK,2
NIM1K,0
NIN,5
NINJ1,3
NINJ2,0
NINL,3
NIP7,3
NIPA1,6
NIPA2,1
NIPAL1,9
NIPAL2,0
NIPAL3,4
NIPAL4,3
NIPBL,6
NIPSNAP1,9
NIPSNAP2,1
NISCH,6
NIT1,6
NIT2,2
NKAIN1,1
NKAIN2,0
NKAIN3,5
NKAIN4,3
NKAP,4
NKAPD1,2
NKAPL,4
NKD1,2
NKD2,0
NKIRAS1,9
NKIRAS2,6
NKPD1,2
NKRF,0
NKTR,3
NKX2-2,4
NKX2-3,1
NKX2-5,6
NKX3-1,6
NKX3-2,1
NKX6-1,0
NLE1,9
NLGN1,4
NLGN2,7
NLGN3,6
NLK,6
NLN,0
NLRC5,9
NLRP1,2
NLRP14,8
NLRP3,6
NLRX1,2
NMB,2
NMBR,2
NMD3,1
NME1,1
NME2,4
NME5,1
NME6,9
NME7,1
NME8,7
NME9,1
NMI,6
NMNAT1,2
NMNAT2,1
NMNAT3,7
NMRAL1,2
NMRK1,4
NMS,1
NMT1,9
NMT2,2
NMU,3
NMUR1,1
NMUR2,1
NNAT,4
NNMT,7
NNT,4
NOA1,1
NOB1,9
NOC2L,4
NOC3L,1
NOC4L,6
NOCT,7
NOD1,4
NOD2,0
NODAL,4
NOL10,1
NOL11,1
NOL4,4
NOL4L,0
NOL6,6
NOL8,9
NOL9,0
NOLC1,4
NOM1,4
NONO,4
NOP10,6
NOP14,4
NOP16,0
NOP2,7
NOP53,3
NOP56,8
NOP58,1
NOP9,4
NOS1,8
NOS2,4
NOS3,4
NOSIP,4
NOSTRIN,4
NOTCH1,6
NOTCH2,2
NOTCH3,7
NOTCH4,4
NOTUM,2
NOVA1,6
NOVA2,0
NOX1,0
NOX4,6
NOX5,3
NOXA1,0
NOXRED1,6
NPAS1,4
NPAS2,7
NPAS4,1
NPAT,4
NPBWR1,7
NPC1,6
NPC2,4
NPDC1,9
NPEPL1,3
NPEPPS,6
NPFFR1,4
NPHP1,4
NPHP3,7
NPHP4,1
NPHS2,1
NPL,6
NPLOC4,0
NPM1,1
NPNT,3
NPPC,4
NPR1,8
NPR2,7
NPR3,6
NPRL2,2
NPRL3,6
NPTN,7
NPTX1,4
NPTX2,9
NPTXR,4
NPY,2
NPY1R,6
NPY2R,6
NQO1,6
NQO2,6
NR1D1,4
NR1D2,0
NR1H2,7
NR1H3,7
NR1H4,0
NR1I3,0
NR2C1,6
NR2C2,4
NR2C2AP,6
NR2E1,1
NR2F1,2
NR2F2,6
NR2F6,4
NR3C1,6
NR3C2,4
NR4A1,9
NR4A2,6
NR4A3,9
NR5A1,6
NR5A2,4
NR6A1,7
NRAP,6
NRARP,5
NRAS,2
NRBF2,0
NRBP1,6
NRBP2,7
NRCAM,2
NRDC,0
NRDE2,9
NREP,6
NRF1,4
NRG1,3
NRG2,7
NRGN,6
NRIP1,1
NRIP2,8
NRIP3,2
NRK,3
NRL,1
NRM,6
NRN1,1
NRN1L,2
NRP1,5
NRP2,1
NRSN1,6
NRSN2,3
NRXN1,6
NRXN2,2
NRXN3,7
NSD1,4
NSD2,8
NSD3,6
NSDHL,8
NSF,6
NSFL1C,3
NSG1,4
NSG2,4
NSL1,4
NSMAF,7
NSMCE1,6
NSMCE2,5
NSMCE4A,2
NSMF,9
NSRP1,1
NSUN2,7
NSUN3,1
NSUN4,0
NSUN5,6
NSUN6,7
NSUN7,0
NT5C,6
NT5C1A,7
NT5C2,8
NT5C3A,2
NT5C3B,6
NT5DC1,4
NT5DC2,3
NT5DC3,7
NT5E,9
NT5M,8
NTAN1,7
NTF3,8
NTF4,0
NTHL1,6
NTM,7
NTMT1,8
NTN1,0
NTN3,6
NTN4,0
NTNG1,3
NTNG2,9
NTRK1,8
NTRK2,4
NTRK3,0
NTS,4
NTSR1,7
NUAK1,4
NUAK2,4
NUBP1,7
NUBP2,9
NUBPL,4
NUCB1,7
NUCB2,6
NUCKS1,4
NUDC,7
NUDCD1,4
NUDCD2,1
NUDT1,3
NUDT12,9
NUDT13,4
NUDT14,2
NUDT15,2
NUDT16,0
NUDT16L1,1
NUDT17,1
NUDT18,0
NUDT2,3
NUDT22,6
NUDT3,7
NUDT4,3
NUDT5,6
NUDT6,4
NUDT7,1
NUDT9,7
NUF2,4
NUFIP1,1
NUFIP2,9
NUGGC,6
NUMA1,8
NUMB,1
NUP107,2
NUP133,6
NUP153,0
NUP155,0
NUP160,4
NUP188,6
NUP205,7
NUP210,7
NUP210L,3
NUP214,4
NUP35,6
NUP37,6
NUP43,3
NUP50,4
NUP54,2
NUP58,5
NUP62CL,0
NUP85,6
NUP88,0
NUP93,4
NUP98,1
NUPR1,6
NUPR2,2
NUS1,3
NUSAP1,6
NVL,6
NWD1,3
NXF1,0
NXN,9
NXPE4,6
NXPH1,6
NXPH2,6
NXPH3,0
NXPH4,6
NXT2,4
NYAP1,4
NYAP2,6
NYNRIN,6
NYX,4
OAF,4
OARD1,2
OAS1,2
OAS2,4
OAS3,6
OASL,4
OAT,0
OAZ1,7
OAZ2,3
OAZ3,3
OBSL1,7
OCA2,3
OCEL1,2
OCIAD1,9
OCIAD2,2
OCLN,6
OCRL,4
OCSTAMP,3
ODC1,9
ODF2,2
ODF2L,6
ODR4,4
OFD1,4
OGA,4
OGDHL,0
OGFOD1,7
OGFOD2,0
OGFOD3,2
OGFRL1,4
OGG1,4
OGN,2
OGT,9
OIP5,2
OIT3,4
OLA1,6
OLFM1,6
OLFM2,6
OLFM3,3
OLFM4,0
OLFML1,7
OLFML2A,2
OLFML2B,4
OLFML3,4
OLIG2,9
OLR1,3
OMA1,4
OMD,4
OMG,4
ONECUT1,4
ONECUT2,8
OOEP,3
OPA1,7
OPA3,0
OPCML,6
OPHN1,4
OPN3,2
OPN4,7
OPRD1,3
OPRK1,8
OPTC,0
OPTN,7
OR10J4,2
OR51E2,1
OR6N2,1
ORAI1,8
ORAI2,4
ORC1,2
ORC2,3
ORC3,2
ORC4,4
ORC5,1
ORC6,8
ORMDL1,3
ORMDL3,2
OS9,1
OSBP,4
OSBP2,8
OSBPL10,3
OSBPL11,2
OSBPL1A,2
OSBPL3,3
OSBPL5,0
OSBPL6,3
OSBPL7,3
OSBPL8,3
OSBPL9,9
OSCAR,4
OSCP1,4
OSER1,8
OSGEP,4
OSGEPL1,2
OSGIN1,0
OSGIN2,9
OSM,9
OSMR,3
OSR1,0
OSR2,0
OSTC,6
OSTF1,2
OSTM1,6
OSTN,1
OTOA,1
OTOF,2
OTOGL,7
OTOL1,0
OTOP1,0
OTOP2,3
OTOR,6
OTOS,7
OTUB1,2
OTUB2,2
OTUD3,4
OTUD4,3
OTUD5,2
OTUD6B,9
OTUD7A,7
OTUD7B,3
OTULIN,2
OTULINL,6
OTX1,4
OVGP1,2
OVOL1,1
OVOL2,9
OVOL3,4
OXA1L,4
OXCT1,9
OXER1,3
OXLD1,0
OXNAD1,0
OXR1,6
OXSM,0
OXSR1,4
OXT,7
P2RX1,9
P2RX2,9
P2RX3,0
P2RX4,4
P2RX6,4
P2RX7,7
P2RY1,6
P2RY10,4
P2RY11,9
P2RY12,1
P2RY13,6
P2RY14,6
P2RY2,1
P2RY6,8
P3H1,6
P3H2,2
P3H3,1
P3H4,6
P4HA1,6
P4HA2,9
P4HA3,6
P4HB,2
P4HTM,8
PA2G4,4
PAAF1,4
PABPC1,6
PABPC1L,1
PABPC4,3
PABPN1,6
PACRG,0
PACRGL,2
PACS1,6
PACS2,4
PACSIN1,2
PACSIN2,6
PACSIN3,6
PADI1,3
PADI2,1
PADI3,6
PAF1,3
PAFAH1B1,4
PAFAH1B3,6
PAFAH2,4
PAG1,9
PAIP2,6
PAIP2B,2
PAK1,0
PAK1IP1,6
PAK2,1
PAK3,7
PAK4,6
PAK5,1
PAK6,0
PALB2,6
PALD1,3
PALLD,4
PALM,0
PALM3,0
PALMD,9
PAM,4
PAMR1,6
PAN2,4
PAN3,9
PANK2,6
PANK3,2
PANK4,0
PANX1,3
PANX2,7
PAPLN,6
PAPOLA,2
PAPOLG,1
PAPPA,2
PAPPA2,9
PAPSS1,9
PAPSS2,4
PAQR3,3
PAQR4,4
PAQR5,9
PAQR6,3
PAQR7,5
PAQR8,2
PAQR9,3
PARD3,7
PARD3B,6
PARD6A,3
PARD6G,6
PARG,1
PARK7,4
PARL,2
PARN,0
PARP1,4
PARP11,9
PARP12,1
PARP14,2
PARP15,3
PARP2,3
PARP3,4
PARP4,7
PARP8,2
PARP9,2
PARPBP,2
PARS2,0
PARVA,4
PARVB,2
PARVG,3
PASD1,9
PASK,6
PATJ,4
PATL1,3
PATZ1,1
PAX1,0
PAX2,4
PAX3,0
PAX5,0
PAX7,8
PAX8,5
PAX9,6
PAXBP1,0
PAXIP1,6
PAXX,6
PBK,3
PBLD,4
PBRM1,0
PBX1,1
PBX2,1
PBX3,1
PBX4,4
PBXIP1,8
PC,5
PCARE,4
PCBD1,2
PCBD2,0
PCBP3,6
PCBP4,3
PCCA,2
PCCB,7
PCDH1,4
PCDH10,6
PCDH12,5
PCDH15,8
PCDH17,0
PCDH18,4
PCDH19,9
PCDH20,7
PCDH7,1
PCDH9,7
PCDHA13,1
PCED1A,3
PCF11,1
PCGF1,0
PCGF2,1
PCGF3,4
PCGF5,1
PCGF6,2
PCID2,0
PCIF1,6
PCK1,0
PCK2,6
PCLO,1
PCM1,6
PCMT1,2
PCMTD1,6
PCMTD2,4
PCNA,0
PCNP,9
PCNT,4
PCNX1,3
PCNX2,4
PCNX3,4
PCNX4,3
PCOLCE,6
PCOLCE2,2
PCP2,6
PCP4,0
PCP4L1,0
PCSK1,8
PCSK1N,3
PCSK2,1
PCSK4,9
PCSK5,3
PCSK6,4
PCSK7,2
PCYOX1,0
PCYOX1L,8
PCYT1A,4
PCYT1B,7
PCYT2,7
PDAP1,5
PDC,3
PDCD1,4
PDCD10,4
PDCD11,8
PDCD1LG2,0
PDCD2,3
PDCD2L,4
PDCD4,7
PDCD5,2
PDCD6,6
PDCD6IP,4
PDCD7,2
PDCL,4
PDCL3,5
PDE10A,4
PDE11A,0
PDE12,1
PDE1A,4
PDE1B,4
PDE1C,6
PDE2A,4
PDE3A,2
PDE4A,9
PDE4B,0
PDE4C,4
PDE4D,9
PDE5A,6
PDE6A,4
PDE6B,0
PDE6C,9
PDE6D,7
PDE6G,6
PDE6H,6
PDE7A,6
PDE7B,4
PDE8A,0
PDE8B,7
PDE9A,8
PDGFA,6
PDGFB,6
PDGFC,8
PDGFD,4
PDGFRA,2
PDGFRB,6
PDGFRL,3
PDHA1,4
PDHX,1
PDIA2,4
PDIA3,0
PDIA4,9
PDIA5,4
PDIA6,6
PDIK1L,4
PDK1,8
PDK2,2
PDK3,0
PDK4,8
PDLIM1,0
PDLIM2,6
PDLIM3,4
PDLIM4,9
PDLIM5,3
PDP1,7
PDP2,0
PDPK1,4
PDPN,6
PDPR,3
PDRG1,7
PDS5A,2
PDS5B,2
PDSS1,7
PDSS2,6
PDX1,4
PDXDC1,7
PDXK,7
PDXP,3
PDYN,0
PDZD11,8
PDZD2,3
PDZD3,7
PDZD4,6
PDZD7,4
PDZD8,7
PDZK1IP1,4
PDZRN3,0
PDZRN4,4
PEA15,8
PEAK1,8
PEAR1,3
PEBP1,7
PEBP4,4
PECAM1,2
PECR,4
PEF1,3
PEG10,0
PEG3,9
PELI1,6
PELI2,2
PELI3,2
PELP1,5
PEMT,4
PENK,6
PEPD,4
PER1,4
PER2,4
PER3,2
PERM1,4
PERP,6
PES1,7
PEX1,3
PEX10,6
PEX11A,6
PEX11B,0
PEX11G,2
PEX12,6
PEX14,4
PEX16,0
PEX19,0
PEX26,2
PEX3,6
PEX5,4
PEX5L,1
PEX6,6
PEX7,9
PFAS,3
PFDN1,9
PFDN2,2
PFDN5,2
PFDN6,4
PFKFB1,4
PFKFB2,4
PFKFB3,3
PFKFB4,3
PFKL,4
PFKM,6
PFKP,3
PFN1,3
PFN2,6
PFN4,2
PGAM2,9
PGAM5,2
PGAP1,6
PGAP2,9
PGAP3,4
PGBD1,2
PGBD2,3
PGBD5,9
PGD,0
PGF,3
PGGHG,1
PGK1,6
PGLS,8
PGLYRP1,7
PGM1,6
PGM2,3
PGM2L1,3
PGM3,3
PGM5,4
PGPEP1,3
PGPEP1L,0
PGR,3
PGRMC1,6
PGRMC2,2
PGS1,2
PHACTR1,4
PHACTR2,3
PHACTR3,4
PHACTR4,0
PHAX,7
PHB,6
PHB2,2
PHC1,2
PHC2,7
PHC3,6
PHEX,9
PHF1,9
PHF10,9
PHF12,4
PHF13,4
PHF14,4
PHF2,9
PHF20,4
PHF20L1,9
PHF21A,1
PHF21B,4
PHF23,4
PHF24,2
PHF3,1
PHF5A,0
PHF6,6
PHF7,4
PHIP,3
PHKA1,2
PHKA2,1
PHKB,3
PHKG1,8
PHKG2,6
PHLDA1,1
PHLDB1,2
PHLDB2,8
PHLDB3,6
PHLPP1,2
PHLPP2,9
PHOSPHO1,7
PHOSPHO2,3
PHOX2A,6
PHPT1,2
PHRF1,0
PHTF1,2
PHTF2,4
PHYHD1,4
PHYHIP,2
PHYHIPL,9
PHYKPL,2
PI15,3
PI16,9
PI3,2
PI4K2B,2
PI4KA,0
PI4KB,4
PIANP,4
PIAS1,4
PIAS2,4
PIAS3,6
PIAS4,6
PIBF1,4
PICALM,9
PICK1,4
PID1,6
PIDD1,6
PIEZO1,2
PIEZO2,6
PIF1,2
PIGB,7
PIGC,7
PIGF,6
PIGG,3
PIGH,9
PIGK,2
PIGL,6
PIGN,7
PIGO,9
PIGQ,6
PIGR,4
PIGS,2
PIGT,4
PIGU,4
PIGV,0
PIGW,7
PIGX,9
PIH1D1,0
PIH1D2,1
PIK3AP1,3
PIK3C2A,0
PIK3C2B,0
PIK3C2G,6
PIK3C3,0
PIK3CA,4
PIK3CB,4
PIK3CD,3
PIK3CG,8
PIK3IP1,4
PIK3R1,6
PIK3R4,3
PIK3R5,8
PIK3R6,8
PIKFYVE,8
PIM1,4
PIM2,4
PIMREG,3
PIN1,9
PINK1,0
PINX1,4
PIP,9
PIP4K2A,7
PIP4K2B,7
PIP4K2C,0
PIP4P2,1
PIP5K1A,0
PIP5K1B,8
PIP5K1C,4
PIP5KL1,4
PIPOX,0
PIR,1
PISD,2
PITHD1,6
PITPNA,2
PITPNB,4
PITPNC1,2
PITPNM1,0
PITPNM2,0
PITPNM3,4
PITRM1,6
PITX1,6
PITX2,3
PITX3,0
PIWIL1,9
PIWIL2,2
PIWIL4,0
PJA2,0
PJVK,8
PKD1L2,4
PKD1L3,6
PKD2,1
PKD2L1,1
PKD2L2,0
PKDCC,4
PKDREJ,6
PKHD1,3
PKHD1L1,1
PKIA,4
PKIB,6
PKIG,6
PKLR,6
PKMYT1,6
PKN1,0
PKN2,4
PKN3,0
PKNOX2,4
PKP2,0
PKP3,9
PKP4,2
PLA1A,4
PLA2G12A,4
PLA2G12B,3
PLA2G15,6
PLA2G2D,6
PLA2G2F,4
PLA2G3,1
PLA2G4A,6
PLA2G4E,4
PLA2G4F,6
PLA2G5,3
PLA2G6,6
PLA2G7,2
PLA2R1,3
PLAA,4
PLAAT1,8
PLAAT3,6
PLAAT4,1
PLAC8L1,8
PLAG1,7
PLAGL1,1
PLAGL2,4
PLAU,6
PLB1,6
PLBD1,0
PLBD2,4
PLCB1,4
PLCB2,9
PLCB3,6
PLCB4,2
PLCD1,6
PLCD3,6
PLCD4,0
PLCE1,0
PLCG1,3
PLCG2,4
PLCH1,1
PLCH2,0
PLCL1,9
PLCL2,4
PLCXD2,6
PLCXD3,8
PLD1,4
PLD2,2
PLD3,4
PLD4,7
PLD5,1
PLD6,7
PLEC,6
PLEK,7
PLEK2,0
PLEKHA1,3
PLEKHA2,2
PLEKHA3,7
PLEKHA4,9
PLEKHA5,8
PLEKHA6,2
PLEKHA7,7
PLEKHA8,2
PLEKHB1,9
PLEKHB2,6
PLEKHD1,2
PLEKHF1,7
PLEKHG1,0
PLEKHG2,7
PLEKHG3,3
PLEKHG4,1
PLEKHG4B,3
PLEKHG5,6
PLEKHG6,1
PLEKHH1,4
PLEKHH2,0
PLEKHH3,4
PLEKHM2,0
PLEKHM3,4
PLEKHN1,3
PLEKHO1,6
PLEKHO2,9
PLEKHS1,0
PLG,6
PLGRKT,4
PLIN1,2
PLIN2,0
PLIN3,4
PLIN4,0
PLIN5,9
PLK1,0
PLK2,3
PLK3,7
PLK4,0
PLLP,6
PLN,2
PLOD1,6
PLOD3,6
PLP1,6
PLPBP,0
PLPP1,6
PLPP2,9
PLPP3,6
PLPP4,2
PLPP5,0
PLPP6,1
PLPP7,4
PLPPR1,1
PLPPR2,8
PLPPR3,4
PLPPR4,1
PLPPR5,0
PLRG1,4
PLS1,2
PLS3,9
PLSCR1,7
PLSCR3,0
PLSCR4,7
PLSCR5,5
PLTP,6
PLVAP,4
PLXDC1,6
PLXDC2,8
PLXNA1,0
PLXNA2,2
PLXNA3,4
PLXNA4,7
PLXNB1,5
PLXNB2,6
PLXNB3,0
PLXNC1,6
PLXND1,2
PM20D1,6
PM20D2,6
PMAIP1,6
PMEL,2
PMEPA1,0
PMFBP1,6
PML,6
PMM1,2
PMM2,4
PMP22,6
PMPCA,4
PMPCB,6
PMS1,2
PMS2,7
PMVK,7
PNCK,3
PNISR,3
PNKD,7
PNKP,6
PNLDC1,4
PNMA1,6
PNMA2,6
PNMT,8
PNN,2
PNO1,6
PNP,1
PNPLA1,6
PNPLA2,0
PNPLA3,2
PNPLA4,2
PNPLA5,6
PNPLA6,3
PNPLA7,0
PNPLA8,7
PNPO,6
PNPT1,9
POC1A,4
POC1B,2
POC5,0
PODN,7
PODNL1,6
PODXL,9
PODXL2,2
POFUT1,1
POFUT2,6
POGK,7
POGLUT1,4
POGLUT2,2
POGLUT3,2
POGZ,3
POLA1,6
POLA2,3
POLB,2
POLD1,0
POLD2,6
POLD3,6
POLDIP2,4
POLDIP3,3
POLE,0
POLE2,4
POLE3,2
POLG,2
POLG2,2
POLH,3
POLI,3
POLK,2
POLL,6
POLN,9
POLQ,1
POLR1A,2
POLR1B,4
POLR1C,7
POLR1D,2
POLR1E,2
POLR2A,1
POLR2B,9
POLR2C,2
POLR2D,9
POLR2E,6
POLR2F,6
POLR2G,3
POLR2H,1
POLR2I,2
POLR2J,0
POLR2K,4
POLR3A,2
POLR3B,2
POLR3C,4
POLR3D,9
POLR3E,1
POLR3G,7
POLR3GL,4
POLR3H,6
POLR3K,6
POLRMT,7
POMGNT1,4
POMGNT2,4
POMK,6
POMT1,9
POMT2,4
PON2,1
PON3,7
POP1,8
POP4,0
POP5,8
POP7,1
POPDC2,7
POPDC3,4
POR,1
PORCN,6
POSTN,2
POT1,9
POU2AF1,9
POU2F1,6
POU2F2,4
POU2F3,0
POU3F1,1
POU3F3,0
POU6F1,1
POU6F2,8
PPAN,6
PPARA,0
PPARD,0
PPARG,2
PPARGC1A,4
PPARGC1B,8
PPAT,4
PPBP,1
PPCDC,6
PPCS,2
PPEF1,3
PPFIA1,1
PPFIA2,7
PPFIA3,3
PPFIA4,0
PPFIBP1,1
PPFIBP2,9
PPHLN1,4
PPIC,1
PPID,8
PPIE,8
PPIG,9
PPIH,2
PPIL1,9
PPIL2,2
PPIL4,3
PPIL6,4
PPIP5K1,6
PPIP5K2,2
PPL,6
PPM1A,0
PPM1B,6
PPM1D,2
PPM1E,6
PPM1F,6
PPM1G,6
PPM1H,6
PPM1J,0
PPM1K,9
PPM1L,2
PPM1M,4
PPM1N,6
PPME1,3
PPOX,1
PPP1CA,3
PPP1CB,3
PPP1CC,3
PPP1R10,9
PPP1R11,4
PPP1R12A,2
PPP1R12B,4
PPP1R12C,9
PPP1R13B,7
PPP1R13L,6
PPP1R14B,1
PPP1R14C,4
PPP1R15A,1
PPP1R15B,2
PPP1R16B,6
PPP1R18,9
PPP1R1A,4
PPP1R1B,7
PPP1R1C,0
PPP1R2,8
PPP1R21,6
PPP1R26,4
PPP1R27,7
PPP1R35,9
PPP1R36,4
PPP1R37,6
PPP1R3A,8
PPP1R3B,1
PPP1R3C,7
PPP1R3D,7
PPP1R3E,4
PPP1R3F,2
PPP1R42,1
PPP1R7,6
PPP1R8,8
PPP1R9A,3
PPP1R9B,1
PPP2CA,7
PPP2CB,2
PPP2R1A,7
PPP2R1B,2
PPP2R2A,2
PPP2R2B,6
PPP2R2C,9
PPP2R2D,6
PPP2R3A,9
PPP2R3B,4
PPP2R3C,9
PPP2R5A,4
PPP2R5B,4
PPP2R5C,7
PPP2R5D,4
PPP2R5E,1
PPP3CA,4
PPP3CB,6
PPP3CC,4
PPP4C,4
PPP4R1,6
PPP4R2,2
PPP4R3A,2
PPP4R3B,2
PPP4R4,1
PPP5C,0
PPP6C,9
PPP6R1,4
PPP6R2,2
PPP6R3,4
PPRC1,5
PPT1,6
PPT2,6
PPTC7,2
PPWD1,0
PQBP1,3
PRADC1,6
PRAG1,2
PRAME,0
